feature_id;NS.1905.001.NEBNext_dual_i7_147---NEBNext_dual_i5_147.BS2_120;NS.1905.001.NEBNext_dual_i7_152---NEBNext_dual_i5_152.BM1_120;NS.1905.001.NEBNext_dual_i7_149---NEBNext_dual_i5_149.BS3_20;NS.1905.001.NEBNext_dual_i7_142---NEBNext_dual_i5_142.BM2_20;NS.1905.001.NEBNext_dual_i7_143---NEBNext_dual_i5_143.BM3_120;NS.1905.001.NEBNext_dual_i7_151---NEBNext_dual_i5_151.BS3_120;NS.1905.001.NEBNext_dual_i7_148---NEBNext_dual_i5_148.BM1_20;NS.1905.001.NEBNext_dual_i7_144---NEBNext_dual_i5_144.BM2_120;NS.1905.001.NEBNext_dual_i7_150---NEBNext_dual_i5_150.BS1_20;NS.1905.001.NEBNext_dual_i7_141---NEBNext_dual_i5_141.BS1_120;NS.1905.001.NEBNext_dual_i7_145---NEBNext_dual_i5_145.BM3_20;NS.1905.001.NEBNext_dual_i7_146---NEBNext_dual_i5_146.BS2_20
NMG90_07745;982;840;630;640;433;688;933;855;570;996;727;883
NMG90_05885;3125;2643;3117;3918;2176;2155;5092;2634;3837;4238;2462;3691
NMG90_00015;18907;12574;15190;15405;12708;10605;14786;16617;11689;13831;11297;9907
NMG90_12290;505;433;521;496;264;384;742;373;463;602;402;425
NMG90_21770;473;328;335;353;190;250;503;256;169;356;279;326
NMG90_01065;182;198;230;165;152;182;322;247;184;343;214;368
NMG90_25245;377;273;234;219;139;199;309;182;262;287;184;272
NMG90_13400;13250;8326;7080;6768;5196;10570;10832;9318;6077;9884;7702;7917
NMG90_01165;3262;2934;3029;2878;1893;2597;4259;2545;2922;3431;2618;2430
NMG90_06535;438;302;478;474;296;281;661;271;413;548;392;414
NMG90_03425;12;5;4;3;2;14;10;2;4;3;3;2
NMG90_01295;8371;6355;4643;4746;5391;5520;6241;6234;4602;8364;4214;5632
NMG90_11020;10239;10356;11903;10184;10657;7639;15628;9909;8560;15221;8771;8467
NMG90_19765;1517;1314;1748;1513;765;1189;2166;994;1454;1692;1379;1342
NMG90_07320;13025;4061;5732;4505;3281;9631;4833;5294;2973;4350;5397;2905
NMG90_04730;1671;2242;2525;2001;1158;1726;3279;1904;2227;2487;2543;2079
NMG90_11605;57;50;38;34;20;18;67;49;41;29;24;26
NMG90_20980;7036;7040;4949;5641;4409;4548;7545;6390;3943;6594;5909;6744
NMG90_19190;97;142;214;235;152;176;272;150;245;232;154;154
NMG90_05060;1537;747;436;344;578;833;478;927;285;738;403;449
NMG90_09295;2357;2235;4234;4298;2219;1962;6039;2424;4542;5097;3287;3293
NMG90_06660;1554;1210;1660;1931;744;891;2260;955;1193;1104;1600;1667
NMG90_02605;1236;1250;1247;1471;905;787;1961;982;1668;1480;1119;1776
NMG90_09110;71;53;82;119;43;58;190;80;100;111;88;60
NMG90_00735;229;239;196;192;172;178;249;212;139;298;202;223
NMG90_13335;4624;4358;3542;3291;3043;2755;4575;3550;3395;5061;3230;4056
NMG90_15545;2926;3222;3111;3085;1889;2014;4998;2447;2808;4484;3293;3499
NMG90_17900;32;13;23;22;16;5;24;14;15;44;20;33
NMG90_14100;7290;5667;3633;3506;3830;5224;5937;6145;3089;6158;3676;3873
NMG90_24660;0;2;0;2;0;2;6;12;4;9;4;2
NMG90_20660;97;64;73;59;53;67;106;88;47;89;56;66
NMG90_07010;1075;552;273;324;627;701;400;1331;245;602;341;617
NMG90_01890;73;87;90;150;68;68;233;60;103;145;103;109
NMG90_03065;11488;10032;17459;17724;7930;8229;22285;9751;16125;14044;14294;12913
NMG90_21575;68;55;37;28;27;32;83;33;37;59;54;47
NMG90_23555;340;298;396;445;224;174;383;241;925;398;404;662
NMG90_01535;1002;912;1027;1004;742;759;1392;901;1042;1475;823;1017
NMG90_20125;725;711;564;871;499;511;923;657;524;771;454;680
NMG90_00505;141;122;160;151;139;134;190;123;155;157;144;113
NMG90_02535;1730;1185;1374;1176;903;1220;1709;1182;1106;1752;1137;1238
NMG90_05800;8;11;2;13;2;5;9;3;18;11;16;9
NMG90_08675;2891;2534;1406;1491;1467;2399;2322;2277;1464;2420;1607;2255
NMG90_03820;253;198;303;255;226;159;329;204;313;294;209;279
NMG90_00985;5534;4610;5928;6390;4035;3296;9302;5237;6037;6996;5104;5640
NMG90_03420;4885;7574;9458;9891;4662;4485;12511;5862;10708;12589;9528;7157
NMG90_04310;1347;821;441;409;468;1338;349;880;242;348;478;987
NMG90_16850;62539;46891;39518;38289;33756;37391;51148;41570;32559;60741;35281;39694
NMG90_16465;2206;1581;1438;1294;1264;1737;1637;1564;1567;1881;1362;1414
NMG90_11970;505;428;615;724;415;405;702;480;681;579;519;860
NMG90_08000;60;31;31;47;40;30;46;41;8;65;50;20
NMG90_04615;18374;15000;18689;16739;10520;11857;24329;14446;15620;20077;14889;16548
NMG90_13815;5190;4491;6388;6683;3211;3105;8669;3812;5671;5480;5347;5834
NMG90_16165;10750;11290;11605;19651;10199;4568;17065;13343;41557;41895;14592;23729
NMG90_06550;918;878;1273;1548;760;653;1853;1139;1512;1371;1177;1153
NMG90_20835;422;382;472;440;237;207;669;310;426;497;466;429
NMG90_03195;4897;5306;5526;5048;4257;4332;7555;5508;4121;5737;4768;3983
NMG90_03040;902;584;503;458;435;489;603;676;402;624;481;458
NMG90_21845;234;189;234;169;152;175;330;209;212;318;161;197
NMG90_22530;2666;1769;1165;1666;1604;1114;1206;1978;1486;1346;1355;1347
NMG90_03120;304595;288858;701812;859271;353607;188333;883568;324917;1079406;682288;570562;725698
NMG90_02580;93;63;70;74;77;46;105;56;83;163;59;93
NMG90_04895;626;531;614;663;459;385;661;541;618;904;420;553
NMG90_00950;29635;16867;5402;4717;8651;14377;8828;10573;3650;5873;6696;12408
NMG90_07420;1696;1378;1224;1021;986;1030;1415;1304;978;1477;1044;1226
NMG90_25170;2;2;2;4;2;6;8;4;6;2;8;6
NMG90_13510;1669;1646;1534;1253;810;1324;1966;1378;1398;1958;1442;1097
NMG90_15540;8505;7689;7298;7615;5345;6050;12639;7496;7210;10440;7458;8074
NMG90_16565;22324;46926;24569;18090;42733;43579;15830;52611;26207;66219;18126;8113
NMG90_04810;3037;2550;2333;2181;1583;1756;2882;2241;1889;2550;1917;2173
NMG90_07150;305;357;461;479;300;250;617;369;458;577;442;383
NMG90_12365;6853;5154;4277;3601;3302;4781;5930;4499;3710;4383;4139;3339
NMG90_07020;17341;16041;23438;22796;13940;12705;27416;17875;20411;29384;18766;15350
NMG90_20200;3795;3027;6616;9066;3625;2387;7115;4053;13889;6778;5606;5450
NMG90_03660;7952;6637;6803;7103;3986;4245;9665;4919;5129;6717;6625;7501
NMG90_09060;1384;1144;1152;1606;808;1150;2432;1324;1420;1400;1351;1840
NMG90_03550;1635;1428;2000;1982;1046;1348;2774;1485;1637;2264;1591;1172
NMG90_00880;516;545;388;325;411;488;381;401;269;638;356;195
NMG90_24405;129;110;146;109;85;90;157;140;135;191;63;89
NMG90_10260;11036;7687;9814;9722;6659;5037;10987;8052;9944;8232;8473;11804
NMG90_15520;192;62;44;70;77;32;71;61;61;64;46;122
NMG90_10935;27490;11755;1376;1608;4464;19465;2700;9464;1610;3109;1594;2810
NMG90_07640;1709;1479;842;826;1317;1416;1259;1529;858;2070;942;1458
NMG90_16600;13375;5583;6352;4615;3420;10373;6098;6263;3519;5618;6313;3025
NMG90_14205;29;15;19;21;13;24;16;15;8;29;31;16
NMG90_07120;258;207;289;287;189;201;469;273;271;429;280;245
NMG90_14645;3671;3385;3506;3445;2959;3446;4641;3122;3283;5699;2849;3052
NMG90_06810;33;30;29;22;12;19;28;32;31;16;19;30
NMG90_14620;9036;8790;12778;15086;7174;5628;17503;7587;14572;12701;12015;15365
NMG90_11490;2275;1505;1920;1544;1599;1826;1778;1713;1631;2476;1406;1572
NMG90_10485;2033;1613;3288;3745;1317;1163;3986;1720;3435;2795;3594;2137
NMG90_20690;4338;3649;2635;2247;3216;3258;3786;4080;1903;2773;2567;2288
NMG90_03980;6980;8504;11480;9452;5250;5378;12773;6447;9308;12655;9646;7695
NMG90_00865;94;64;54;68;95;84;130;92;95;80;51;143
NMG90_15380;1044;935;1852;1821;699;791;2426;881;1671;1175;1632;1546
NMG90_24430;51;15;30;22;36;26;30;30;10;36;31;20
NMG90_03125;290;288;456;444;324;299;472;418;351;642;320;284
NMG90_07170;1795;1288;1301;1229;891;981;1547;1057;1110;1510;1175;1508
NMG90_18515;438168;492364;231531;237651;474785;183814;325509;439248;205393;421398;151255;276997
NMG90_11910;1741;1131;1285;1020;865;1254;1554;1236;1136;1514;1273;1375
NMG90_20405;3130;2783;2475;2315;2209;2016;2986;2453;2215;3713;2106;1821
NMG90_02890;2583;2028;2494;2460;3162;1556;2213;2663;2049;3492;1856;1846
NMG90_09015;122;90;164;122;76;75;236;69;135;220;112;120
NMG90_03795;44379;40282;33316;32699;26087;29763;42713;34791;31033;42069;30641;35679
NMG90_12780;3587;3363;2445;2155;2342;2077;3635;2971;2333;4638;2255;3464
NMG90_16980;15399;10616;6028;6320;9190;10320;7046;11232;5606;11546;5290;7569
NMG90_08100;1187;988;1021;1465;733;644;1476;1558;1004;1145;762;1259
NMG90_05375;1281;1085;1305;1405;790;861;2014;1149;1527;1946;1264;1408
NMG90_14425;5072;4504;2075;2161;3186;3988;3218;4941;2054;4623;2305;2898
NMG90_17295;247;174;178;219;108;104;204;145;127;226;167;167
NMG90_03310;2059;1798;2260;2381;1414;1203;2575;1325;2830;2090;2126;2892
NMG90_13545;198;211;241;256;175;170;394;165;298;414;182;233
NMG90_05610;841;669;1201;1347;722;513;1565;795;1464;1280;1027;1368
NMG90_14970;13938;11265;8874;9545;8529;10238;13253;10231;8159;13800;8235;11128
NMG90_03855;474;276;754;717;388;241;623;401;926;279;615;743
NMG90_14015;28480;19141;18269;18476;17643;21143;25209;21904;13590;21933;18292;19861
NMG90_23565;270;262;125;182;177;181;240;210;161;243;191;226
NMG90_17950;61747;40978;48080;53116;41820;49238;80293;44505;73225;95726;41514;77190
NMG90_16770;6409;4999;5008;5019;3629;4147;5199;4689;4011;6012;4656;3958
NMG90_05655;31;26;7;33;23;22;36;27;21;32;32;28
NMG90_18005;30;14;19;29;43;20;15;22;8;23;18;19
NMG90_16020;381;327;398;292;150;242;638;248;381;385;453;339
NMG90_15990;789;625;923;808;443;477;1394;601;770;1010;817;660
NMG90_11900;92;48;36;32;41;75;33;88;42;53;29;56
NMG90_20250;496;396;478;526;317;345;594;370;471;704;405;376
NMG90_21310;47;20;6;20;6;14;22;42;14;13;16;20
NMG90_22810;148;136;126;138;72;160;278;147;134;186;170;169
NMG90_15240;170;161;134;233;138;150;247;152;219;159;237;178
NMG90_15980;73;82;109;126;86;67;266;81;187;193;80;113
NMG90_09245;55;27;43;29;47;50;52;24;29;79;41;21
NMG90_15235;119;104;147;156;95;74;257;96;133;116;186;148
NMG90_21660;403;353;365;307;264;279;530;315;292;412;311;237
NMG90_00520;280;224;151;179;145;149;205;213;152;214;133;175
NMG90_14705;7175;6334;3543;2976;4839;5082;5217;6068;3793;8751;3023;4690
NMG90_04935;549;522;598;543;352;412;689;413;445;588;456;402
NMG90_19080;13715;11937;9451;9237;8117;8907;12557;10364;8700;13615;8590;8346
NMG90_10650;605;387;1126;874;345;354;967;531;831;598;1048;576
NMG90_03395;620;510;468;510;393;461;467;574;414;754;372;358
NMG90_09115;55;44;40;78;32;57;98;45;62;70;65;35
NMG90_06355;128;115;135;113;104;104;195;113;111;178;84;102
NMG90_02815;7748;7046;6872;6991;4498;6040;10833;6675;5926;8901;6486;6975
NMG90_09555;20;29;41;29;23;18;67;20;34;51;14;16
NMG90_13715;229142;203653;130918;188533;129117;149940;271083;196078;173777;226155;174385;273090
NMG90_05225;5231;3662;3116;3172;2608;2900;3459;3156;2636;4026;2767;3577
NMG90_03845;5406;4036;3979;4164;3079;3184;4711;3339;3808;4388;3470;5132
NMG90_07135;137;80;84;75;57;76;112;111;86;121;82;100
NMG90_11070;444;490;1919;1132;393;346;1831;411;2066;817;1377;678
NMG90_24750;3841;3078;3395;3391;1965;2497;5293;3010;2998;3190;3283;2946
NMG90_19590;4097;2866;2918;3605;2217;2463;4128;3742;3699;3515;3008;3724
NMG90_08945;1535;1439;1598;1542;1056;1147;3372;974;1571;1521;1440;2051
NMG90_11480;848;587;647;528;513;468;790;724;543;1012;519;593
NMG90_15860;107;92;133;110;74;59;130;105;77;159;71;105
NMG90_04245;9242;7893;6586;5586;5331;5984;7831;7153;5354;7968;5955;5701
NMG90_05210;1694;1367;1583;1355;826;973;1651;1258;1402;1614;1179;1403
NMG90_03950;7268;5031;4393;5147;3926;4454;5386;6070;3568;6502;3983;4999
NMG90_07300;94969;82990;54751;43083;48034;70404;47646;66772;16559;56178;44323;20189
NMG90_01805;6962;5331;6611;5757;5191;5914;6075;4860;8002;5904;6063;6557
NMG90_01385;1087;1360;1695;1056;773;1271;2267;1231;1892;1566;1650;1201
NMG90_01565;2735;2804;3683;3486;1733;2136;4464;2081;2929;3132;2921;2426
NMG90_13960;30686;24655;25136;24594;24006;18563;30902;24385;23315;32550;20514;21976
NMG90_18265;2731;3069;2356;1775;1318;2205;1986;1637;1213;1604;1930;1487
NMG90_02405;252;182;186;280;101;116;361;146;224;224;319;321
NMG90_06275;1079;685;761;928;444;819;1191;605;773;885;719;758
NMG90_05460;8534;9357;11351;9898;6228;6474;14097;6872;10707;12639;9298;9008
NMG90_01960;500;309;366;527;389;353;708;397;405;635;497;583
NMG90_23100;29165;28202;20340;19455;18740;21122;24088;24315;15503;28074;17876;15343
NMG90_20655;22;21;35;65;13;19;47;34;21;46;35;38
NMG90_17710;883;773;1191;1061;783;765;933;912;792;841;828;796
NMG90_21450;28;27;26;39;26;30;39;38;26;29;60;38
NMG90_01940;1695;1334;852;913;952;1082;1151;1400;759;1230;955;1145
NMG90_04320;3219;2708;2510;2355;1677;1697;3435;2169;2371;3342;2112;2208
NMG90_06755;288;258;114;128;116;160;198;188;122;195;160;122
NMG90_03220;21581;16909;17163;16984;13840;12362;19093;14992;15281;17634;14876;16860
NMG90_21900;47823;32622;37450;46249;31877;26345;56328;33030;44124;52742;31622;48834
NMG90_05965;1047;957;1051;1134;685;882;2354;983;1134;1519;1227;1333
NMG90_16995;44;34;14;26;18;16;63;40;42;40;26;40
NMG90_00390;2569;2011;2612;2918;1212;1541;4471;2015;2265;2659;2809;2415
NMG90_17560;389;225;377;500;182;184;449;248;355;255;333;350
NMG90_01815;416;307;448;380;268;300;623;330;346;463;316;401
NMG90_16905;4167;2840;1494;1995;1947;2500;2202;3016;1609;2699;1460;2779
NMG90_03370;5586;5138;6325;5884;3075;3949;8267;4606;5683;6224;5533;5067
NMG90_04185;21;17;52;20;25;23;36;43;31;40;27;22
NMG90_03545;4444;4394;4966;4190;2174;2724;6134;3936;4154;4273;4233;3459
NMG90_01140;12358;6721;13436;35352;5483;8711;30832;10851;48038;13626;20665;28071
NMG90_15600;94;74;84;131;22;50;181;49;93;104;88;106
NMG90_23280;20999;1426;6079;7723;7709;3523;2270;4816;1197;1369;12041;41142
NMG90_24740;0;6;0;1;0;2;1;2;0;6;0;0
NMG90_15285;6;22;26;44;9;21;49;36;48;30;40;38
NMG90_20415;233;142;237;218;112;152;254;182;206;303;246;263
NMG90_03405;29;32;27;23;17;26;35;21;28;41;10;24
NMG90_20880;1934;2149;2134;2039;1344;1423;2809;1817;1952;2558;2107;1726
NMG90_06185;20286;5442;2776;5927;5875;6628;2957;9085;880;1121;5214;17911
NMG90_16925;13265;11086;8780;9142;8852;8830;11242;10720;9337;15335;7961;12238
NMG90_03625;243610;232039;314493;294465;212267;170194;347325;197947;172721;232080;290911;291673
NMG90_01120;4151;3915;12083;10254;5389;2213;8737;4344;3845;3420;9885;8870
NMG90_19810;115;64;83;123;66;100;131;76;73;147;106;64
NMG90_04855;1093;927;870;727;799;755;974;757;704;1362;619;716
NMG90_01665;701;567;640;595;492;529;577;552;527;868;510;489
NMG90_23730;905;646;261;200;508;545;380;597;185;484;211;423
NMG90_12525;445;292;278;298;216;382;293;265;133;295;299;247
NMG90_09100;1974;2342;2247;2541;1225;1524;3934;1762;2370;3298;2507;2380
NMG90_07130;105;75;80;86;54;62;104;85;75;114;100;70
NMG90_24275;147;91;197;183;130;81;249;104;201;228;146;140
NMG90_10850;835;697;517;504;535;608;668;563;505;671;500;509
NMG90_11410;270834;259815;158130;204517;130794;174641;293714;219497;127840;188699;220541;272589
NMG90_22155;332;141;248;213;119;184;330;170;177;304;231;371
NMG90_23135;408;412;553;490;264;297;622;322;498;496;418;312
NMG90_09730;24;13;18;23;3;15;6;13;13;20;16;13
NMG90_11300;3741;2367;1545;1383;1269;1968;1956;2068;1117;2008;1530;1600
NMG90_12845;4958;3858;3261;3060;2787;2996;4263;3670;2513;4669;2730;3054
NMG90_00145;2099;1861;4026;3955;1670;1539;5395;1514;4297;3741;3038;3075
NMG90_15325;1281;1155;1080;1377;1000;1148;1708;1395;1145;1964;1013;1256
NMG90_04805;1501;1338;1374;1311;892;903;1484;1097;1253;1565;981;1245
NMG90_13535;1549;1112;1672;2030;996;1172;2608;1520;1647;2013;1603;1760
NMG90_04230;748;611;290;289;452;658;335;582;310;554;190;342
NMG90_01115;244204;225183;428280;410210;228471;130744;446736;215366;186128;244818;413730;341147
NMG90_04815;63648;59070;78823;67627;43767;49349;88825;57943;55168;63289;56585;45897
NMG90_09640;274;141;171;188;139;190;218;163;182;147;175;215
NMG90_12910;5413;4619;4641;5271;2549;3333;6583;3609;4036;4862;5107;5009
NMG90_24095;373;335;408;264;202;319;416;244;246;354;332;177
NMG90_19865;4329;3665;5251;4085;2702;3239;5972;3742;3582;4037;4594;2815
NMG90_20335;5430;6703;6934;6856;4018;4103;9279;5066;5797;7772;6202;5654
NMG90_08960;794;577;470;548;504;608;725;526;423;580;498;648
NMG90_13755;8845;9224;12765;11147;6467;8397;14835;8651;10291;13090;10485;8880
NMG90_09910;3162;3341;9847;15253;2783;2365;19056;3406;14419;8392;11471;8172
NMG90_05345;3647;3218;4361;3743;2685;3206;5529;2855;4551;6244;3124;3339
NMG90_23650;1316;1015;717;667;732;583;990;705;482;901;689;815
NMG90_18160;25591;16519;10702;8866;15323;17008;8658;16513;5884;7943;9875;11681
NMG90_25000;66798;45163;31587;21928;32762;34647;30938;38388;11833;17610;27698;24033
NMG90_10080;21997;13554;11741;10923;11547;13954;14283;14553;6524;9326;10469;9617
NMG90_00180;5749;5348;6461;6140;3826;4864;8377;5552;5165;6403;5905;4592
NMG90_02480;94;59;59;51;47;71;87;67;41;78;28;61
NMG90_01545;7939;6715;3950;4161;5139;5972;7594;7610;4221;8151;4208;5408
NMG90_11315;117;126;131;161;81;132;174;119;171;185;121;111
NMG90_01950;1603;1452;1588;1484;1032;1050;2144;1246;1578;1879;1392;1321
NMG90_21440;417;367;449;438;376;372;529;353;445;474;503;569
NMG90_12335;119;67;70;115;42;100;93;62;98;59;117;67
NMG90_22170;12689;9378;6520;6338;5036;6942;9366;7225;4857;7610;7246;7713
NMG90_02180;1256;1021;1039;959;875;915;1206;1069;928;1847;1086;1500
NMG90_08905;6619;5376;5295;6360;4718;4338;7662;5142;6781;7034;5396;6741
NMG90_16825;6280;3909;3994;3890;2918;3716;5365;4422;3349;5348;3872;4372
NMG90_08210;0;2;1;0;1;3;0;0;0;0;0;1
NMG90_17690;1713;1754;2285;2580;1315;1412;3768;2143;2893;3623;2284;2488
NMG90_08660;6098;5874;3067;3401;3628;5302;7094;5495;3838;5685;3385;5688
NMG90_21780;342;233;372;311;231;200;408;265;298;414;318;215
NMG90_19075;4020;3438;2473;2730;2431;2704;2706;3098;2242;3638;2589;2950
NMG90_10600;36;34;42;32;18;17;54;44;52;31;77;40
NMG90_23475;59;59;120;163;63;38;151;71;194;112;111;114
NMG90_05030;269;78;64;76;113;149;81;95;167;123;33;64
NMG90_18345;3851;14683;964;971;2221;3628;731;2461;1584;6963;1571;832
NMG90_05880;5018;4336;7178;6578;3907;3802;7702;4472;6650;6807;5334;5337
NMG90_09475;2954;1928;1730;1764;1578;1693;2328;2027;1548;2166;1874;3087
NMG90_10475;280;158;187;133;137;115;221;187;162;213;161;189
NMG90_00780;491;475;328;221;333;294;356;300;190;468;317;302
NMG90_23255;641;434;400;324;387;522;466;542;317;402;427;474
NMG90_10930;14036;10960;10892;11265;9892;7482;11144;12262;13004;14465;9074;9767
NMG90_14730;573;415;429;402;393;335;454;372;390;600;342;401
NMG90_06215;151;137;114;137;103;135;103;105;96;176;130;166
NMG90_07255;1;1;1;1;2;3;1;3;1;1;1;1
NMG90_16245;4019;4175;3829;3248;2511;2884;5864;2768;3913;4460;3333;3318
NMG90_08275;686;487;304;441;446;472;421;458;437;669;291;423
NMG90_04005;7002;3796;189;182;388;166;1432;641;142;295;311;3105
NMG90_01760;672;505;494;711;400;425;1172;472;540;644;602;831
NMG90_09140;2121;464;413;390;492;643;491;682;285;390;445;480
NMG90_21375;92;124;56;82;72;81;100;77;67;87;64;60
NMG90_00615;1236;844;625;690;701;622;1180;854;567;1042;660;985
NMG90_12305;1773;1347;1908;1814;1192;1386;2361;1306;1525;2282;1507;1774
NMG90_07280;111473;122941;88540;79792;86426;101396;90342;110168;49533;89964;67158;41673
NMG90_16045;52;57;29;44;33;41;67;17;59;32;53;37
NMG90_07480;191;159;143;182;92;153;265;146;139;180;149;168
NMG90_08940;214;142;244;218;100;120;255;124;178;193;196;176
NMG90_15755;11504;11026;6079;6063;7830;9636;9538;10914;6147;11871;6479;7667
NMG90_06200;10288;3319;2088;3080;2711;3841;2578;4399;1268;1610;2861;7495
NMG90_11180;5492;4675;4529;3943;3649;4527;4814;4722;5065;5124;3953;3050
NMG90_00105;2354;2046;1014;895;1403;1410;1338;1272;987;1327;795;1097
NMG90_11040;165;116;70;56;61;179;100;119;52;238;46;79
NMG90_10870;6134;4771;2856;3043;4179;3915;3918;5505;2718;6637;2873;3149
NMG90_17580;301;196;381;528;156;249;376;240;270;309;359;345
NMG90_12315;4760;3290;1606;1683;2281;2988;2147;3447;1654;3011;1684;2340
NMG90_22880;126;50;59;23;41;45;103;68;40;76;63;52
NMG90_12310;7990;4067;1943;2645;3650;4797;2779;5559;2376;4021;2152;3644
NMG90_19995;1090;719;454;614;495;605;712;556;410;422;624;786
NMG90_11740;511;394;366;254;290;399;439;470;263;568;332;338
NMG90_01610;4581;4608;5870;6199;3952;3742;7334;4251;6989;7803;5153;6347
NMG90_14560;2341;2138;1999;2400;1565;1581;3335;1852;2225;3293;2250;2531
NMG90_14350;569;448;503;499;360;443;763;452;470;921;532;484
NMG90_21640;30;32;43;33;13;31;85;54;51;72;45;29
NMG90_04255;11855;8053;7718;7329;5830;7190;10321;7736;7169;9781;7634;7216
NMG90_22705;165;180;182;204;128;184;266;144;233;192;207;180
NMG90_06320;6;8;5;7;4;4;4;5;5;15;9;9
NMG90_11260;6353;4083;3998;4307;3318;2643;5364;4537;4746;5621;3811;5880
NMG90_08620;221;252;293;201;207;223;344;241;274;514;177;215
NMG90_23185;98;64;77;59;38;40;129;58;64;105;77;82
NMG90_06565;1106;1062;1137;789;574;801;1061;796;978;1143;842;630
NMG90_11365;27874;30828;25129;23198;18954;20069;25768;22226;25130;29063;19477;17733
NMG90_12285;279;352;297;318;221;280;435;275;310;423;324;329
NMG90_12875;32188;24200;29743;30689;13343;21112;47948;23070;23829;27612;33189;29848
NMG90_08810;38;26;34;22;28;21;84;34;29;34;39;44
NMG90_24555;5;6;6;8;8;1;3;1;3;11;5;0
NMG90_18565;120;80;93;70;48;79;121;78;103;117;94;43
NMG90_20035;835;651;362;362;392;581;507;835;300;605;393;366
NMG90_13260;1380;1303;1387;1363;814;990;1753;947;1329;1784;1132;1153
NMG90_09205;763;585;639;642;535;561;526;550;512;851;472;474
NMG90_07645;105;60;57;87;41;75;56;92;62;71;53;51
NMG90_04655;39370;25580;13605;11581;19154;28027;16201;22235;6612;12782;14935;11849
NMG90_13460;6623;4893;5313;5618;3162;4983;6883;5576;4412;4222;5626;4373
NMG90_05355;2926;2772;4200;4097;1883;2132;4574;2035;4405;4116;3492;2929
NMG90_13705;4216;3930;3561;3463;2788;2966;4304;3416;2930;4963;3334;3382
NMG90_03390;2791;2387;1824;2478;1573;2359;3083;2550;2090;1836;2085;3015
NMG90_02675;1810;1291;1272;1228;1144;1000;1501;1262;955;1767;1005;962
NMG90_06430;71;40;32;67;32;48;108;61;63;71;59;166
NMG90_14420;7699;6282;4597;5034;4634;5498;7479;7024;4251;6260;4531;4768
NMG90_11580;34639;37939;38559;37602;22518;23188;41179;31833;42045;35412;31332;27972
NMG90_21955;3786;2064;2014;1965;1556;2292;2470;2170;1466;1808;1842;1881
NMG90_09375;4364;1770;2236;2904;1552;2869;5251;2597;2056;2143;3690;2690
NMG90_18185;269596;220449;268715;239485;129916;210369;352621;200200;197070;209877;240257;180016
NMG90_21305;60;40;26;27;30;18;24;28;14;20;10;28
NMG90_18745;26950;24165;43294;49760;21259;11675;47588;22958;83015;36381;37107;54604
NMG90_13040;4280;3161;2337;2098;2349;2547;2456;2819;1520;3340;2246;2215
NMG90_16205;13498;10731;7573;7661;8201;8990;9414;10509;5925;11519;7529;7817
NMG90_04745;26675;14456;9854;11761;12161;16222;17182;17892;12438;16462;10785;16710
NMG90_05845;4478;3738;5044;4031;2735;3389;5749;3444;4059;5262;3813;3410
NMG90_05710;4049;3003;3509;3017;2504;2956;4493;3382;2999;5048;3061;3651
NMG90_11210;141;111;102;58;95;102;105;125;82;189;86;82
NMG90_18400;76;102;141;120;93;56;145;91;125;141;67;83
NMG90_17420;6111;5158;8015;8132;3345;4114;10643;4516;5698;7101;7699;6564
NMG90_14285;73826;81793;74797;92202;50954;52682;135099;72230;71208;59956;88849;98085
NMG90_25080;284;280;286;203;250;189;423;280;275;476;177;298
NMG90_21250;831;653;799;766;539;663;1166;694;821;1050;671;655
NMG90_15430;343;390;332;341;224;192;429;356;361;616;420;334
NMG90_06590;1168;1019;1662;1153;639;814;1799;1094;1351;1457;1194;875
