feature_id;NS.1905.001.NEBNext_dual_i7_147---NEBNext_dual_i5_147.BS2_120;NS.1905.001.NEBNext_dual_i7_152---NEBNext_dual_i5_152.BM1_120;NS.1905.001.NEBNext_dual_i7_149---NEBNext_dual_i5_149.BS3_20;NS.1905.001.NEBNext_dual_i7_142---NEBNext_dual_i5_142.BM2_20;NS.1905.001.NEBNext_dual_i7_143---NEBNext_dual_i5_143.BM3_120;NS.1905.001.NEBNext_dual_i7_151---NEBNext_dual_i5_151.BS3_120;NS.1905.001.NEBNext_dual_i7_148---NEBNext_dual_i5_148.BM1_20;NS.1905.001.NEBNext_dual_i7_144---NEBNext_dual_i5_144.BM2_120;NS.1905.001.NEBNext_dual_i7_150---NEBNext_dual_i5_150.BS1_20;NS.1905.001.NEBNext_dual_i7_141---NEBNext_dual_i5_141.BS1_120;NS.1905.001.NEBNext_dual_i7_145---NEBNext_dual_i5_145.BM3_20;NS.1905.001.NEBNext_dual_i7_146---NEBNext_dual_i5_146.BS2_20
NMG90_02745;10877;8379;14383;14510;4938;6789;20564;8140;13146;10937;14840;14112
NMG90_24175;46;55;37;24;24;83;34;37;14;49;25;18
NMG90_11600;81;37;36;62;22;37;71;61;37;42;55;45
NMG90_03500;550;842;610;508;579;1080;662;1026;505;681;542;480
NMG90_20235;2307;1964;1498;1121;1160;1739;1853;2092;1190;2640;1407;1028
NMG90_02895;16258;15160;12606;9793;11749;11885;13322;12702;9961;13166;10553;9433
NMG90_18270;1173;3864;386;286;603;1066;378;771;528;1896;541;299
NMG90_06890;44;50;56;58;16;40;46;36;17;31;30;43
NMG90_07260;0;0;0;0;0;0;0;0;0;0;0;1
NMG90_12665;3130;2770;1536;1567;1837;2357;2416;2076;1798;2290;1676;1964
NMG90_21425;2575;1954;2452;2639;1080;1487;3714;2005;1988;2453;2727;2312
NMG90_02295;112;113;104;122;102;100;144;132;113;184;111;111
NMG90_13275;3298;2209;2074;2104;1521;2014;2758;2142;1764;2576;1897;2019
NMG90_15500;19;26;36;23;30;25;33;32;19;39;33;57
NMG90_01645;85;77;76;56;43;65;39;55;66;101;51;46
NMG90_06930;300;327;443;489;199;283;651;246;493;458;362;364
NMG90_17155;13009;11871;9865;9301;7111;8286;13079;9184;8445;13029;8996;8769
NMG90_10425;3478;3057;3705;3406;1928;2322;4766;2602;3035;4609;3077;2638
NMG90_16625;430;236;115;157;171;165;187;242;99;175;131;329
NMG90_17750;7759;5825;14877;13834;6658;10539;14169;12523;28380;10560;10762;11493
NMG90_07250;34;17;21;24;24;16;17;11;12;60;28;22
NMG90_17570;529;394;780;1170;303;534;844;606;791;507;718;856
NMG90_18320;13254;16090;18200;17864;9770;10655;21603;14305;21584;16558;15622;12719
NMG90_03365;13217;11518;15605;19834;10047;9426;17579;11101;17101;13909;14021;15596
NMG90_11340;9934;7862;12604;16746;7187;5452;14938;7719;15337;11141;12040;16423
NMG90_14695;619;360;627;836;389;363;712;468;621;410;735;801
NMG90_02625;28;32;50;47;46;25;50;38;54;76;45;44
NMG90_09710;43;30;63;39;34;52;66;51;43;80;65;38
NMG90_05995;191;94;65;70;67;122;96;103;50;101;69;122
NMG90_12965;185;164;133;228;95;157;247;161;209;214;230;164
NMG90_19040;0;0;0;1;1;1;0;2;2;0;0;0
NMG90_03775;14217;10138;17571;15925;7604;9180;23475;11019;11294;13249;13910;12085
NMG90_10655;406;341;1332;920;267;387;1530;392;709;446;988;629
NMG90_09430;886;661;295;340;655;929;539;1129;228;570;289;341
NMG90_24420;1611;851;516;475;905;883;605;969;432;788;563;1415
NMG90_22990;89;44;63;74;61;85;72;56;72;75;26;65
NMG90_22935;73;64;49;42;25;47;83;70;54;70;36;49
NMG90_05440;3676;3401;3715;3772;2763;2644;4614;2498;4615;5619;2816;3831
NMG90_00955;1015;692;904;970;605;711;1286;739;761;1025;896;1201
NMG90_12025;72197;63011;49889;44913;41864;47528;55642;54294;30677;54001;39998;41437
NMG90_16895;13472;12247;8538;9916;8866;8333;10216;12042;10673;14938;7400;12793
NMG90_22850;13192;9351;4040;3742;9262;11153;6814;12653;3761;13324;3737;5336
NMG90_00900;638;644;683;533;396;459;674;415;664;735;551;584
NMG90_15010;22643;18823;16812;21901;14133;10381;24294;17106;22529;19953;18131;32853
NMG90_04355;1261;1400;914;830;945;993;1187;1135;780;1358;812;699
NMG90_24540;58;36;30;32;18;14;64;38;14;46;39;30
NMG90_01145;2292;5886;1374;1586;2148;2348;1877;3074;2340;5150;1860;1459
NMG90_22450;2509;1958;1769;1358;1541;1472;1806;1660;1942;2196;1767;1789
NMG90_16435;10266;6613;3998;4456;4694;5167;5670;6061;3955;5859;4238;6764
NMG90_11790;51;43;69;30;28;63;50;57;58;78;57;46
NMG90_20860;1695;1428;2888;2986;1058;1057;4133;1207;2578;2964;2369;2141
NMG90_19880;80;50;56;68;39;58;84;56;49;92;49;88
NMG90_18655;1337;1073;2567;3170;822;558;4044;1066;3306;1284;2925;5057
NMG90_07855;1647;1027;1470;1562;670;1020;2432;999;1337;1604;1914;1278
NMG90_03645;44719;43350;44940;55118;31315;30191;78031;37421;50544;51329;45674;67352
NMG90_15065;4371;2739;1074;1379;1706;4492;2703;3220;564;1020;2301;1872
NMG90_06945;36;22;60;60;28;31;53;34;33;76;42;45
NMG90_15270;16665;14588;7436;9035;9309;12206;12617;14638;9081;15267;8335;11377
NMG90_20030;2498;2092;1118;1173;1543;2092;1806;2505;1047;2295;1126;1274
NMG90_15060;6986;4661;1761;2233;2781;6828;4371;4861;1121;1720;3811;3046
NMG90_08055;449452;441132;937398;1285817;570087;262487;1114189;582373;2660997;1687703;865997;1003985
NMG90_15655;5686;5025;5502;5297;3989;4796;8565;5494;5400;7712;5176;5113
NMG90_14460;3344;2410;1280;1246;1614;2287;2412;2639;1177;2581;1550;1921
NMG90_24115;889;751;325;428;351;497;543;730;373;503;454;570
NMG90_17715;151;115;194;194;82;173;308;154;164;174;157;202
NMG90_22400;2576;1591;1861;1599;1169;1387;2399;1577;1192;1698;1839;1590
NMG90_24545;8;16;8;3;4;2;6;4;12;11;5;6
NMG90_09620;415;382;499;355;218;393;670;334;398;491;506;363
NMG90_14565;5228;4961;3371;4357;3038;2822;5849;5028;3991;4967;4619;6190
NMG90_13225;1278;730;891;751;765;809;1105;931;818;1290;941;933
NMG90_15950;38947;40735;23839;27195;29376;44310;39820;50338;25860;38444;27957;27114
NMG90_00855;290;225;216;213;134;169;352;223;182;306;220;171
NMG90_22455;88683;53575;52768;70390;47281;52054;71811;64861;32447;29283;67677;90533
NMG90_21630;176;115;129;111;110;105;203;181;104;195;105;154
NMG90_05035;1564;829;671;763;890;1278;707;865;1117;1414;526;533
NMG90_01905;687;585;862;955;523;324;1148;426;993;732;729;1237
NMG90_09885;1884;1633;1780;1706;1300;1458;2835;2183;1798;2578;1582;1852
NMG90_15170;524;231;226;209;191;246;238;306;222;292;162;219
NMG90_10085;612;524;661;581;408;386;735;420;547;873;468;400
NMG90_14820;44847;45489;38148;33129;30984;26126;45430;30973;18259;30629;39718;36319
NMG90_04435;1187;953;1148;919;740;800;1187;893;793;1132;712;861
NMG90_13130;3843;3521;1983;2119;2412;3651;4326;3294;2126;4074;2094;2532
NMG90_06710;85;67;81;69;72;100;124;72;55;94;67;113
NMG90_16115;3895;2739;1980;1848;1936;2248;2886;2868;1870;2896;1879;1895
NMG90_19030;122;136;124;144;122;82;140;92;113;188;132;99
NMG90_02635;97;84;122;127;78;66;106;119;92;150;95;93
NMG90_15220;1711;1435;836;915;1083;1375;985;1329;692;1571;837;987
NMG90_07415;4599;4211;4526;3320;2477;3807;5011;3579;3180;4938;4323;2604
NMG90_09625;215;163;268;185;75;171;365;119;197;252;240;190
NMG90_01215;10042;9320;8988;9649;6565;6910;10936;7512;9832;10512;8143;11706
NMG90_21005;1893;1383;1306;1277;1208;1180;2045;1471;1166;2381;1174;1647
NMG90_04385;1608;1153;2059;2374;932;1278;3934;1323;1727;2000;2132;1455
NMG90_16265;2678;1955;1954;2035;1792;1741;2518;2249;1865;3073;1596;2156
NMG90_09740;1186;1023;935;1053;710;920;1371;1153;684;1175;861;1000
NMG90_20430;1091;826;1606;1529;735;691;2068;825;1515;1542;1354;1493
NMG90_08115;10735;9995;10523;11629;9035;10227;19345;11551;11510;17190;10393;13563
NMG90_22865;1756;1161;5504;17509;1344;970;22542;1651;48440;8558;7463;26722
NMG90_01405;25504;23165;34885;38078;23249;17363;50711;24602;34227;38036;29595;36393
NMG90_01465;9629;8954;8570;8766;7661;7245;13197;8731;8994;12635;7227;10576
NMG90_19060;2095;285;2271;1986;1104;665;493;791;424;557;3559;7716
NMG90_15920;4395;3274;4481;3969;2537;3110;5402;2987;3031;4648;3694;3015
NMG90_01710;115;64;73;91;107;113;82;46;56;150;93;80
NMG90_08560;2241;969;2351;3145;1129;529;1707;1339;776;366;4989;13229
NMG90_16935;8834;5657;4889;5824;4695;4794;6589;5739;4875;5666;4738;6914
NMG90_07995;108;117;126;151;57;123;177;143;132;191;117;159
NMG90_12570;226;137;513;662;147;207;783;128;618;322;522;197
NMG90_16480;37961;32375;28147;31238;24264;25187;36875;28372;32817;34335;25723;34691
NMG90_13675;2071;1964;2050;2569;1366;1392;2809;1686;2570;2141;1938;2392
NMG90_09765;757;567;551;458;452;413;765;488;504;802;368;483
NMG90_17550;286;140;179;262;123;182;228;152;201;157;188;227
NMG90_08375;634;380;840;1098;400;405;1386;575;1005;895;845;1007
NMG90_21435;673;595;800;686;381;463;920;531;813;627;759;836
NMG90_23655;33722;33493;8077;8871;11134;28814;11830;23601;7714;12341;11366;11415
NMG90_12695;34;10;22;9;12;12;20;33;10;7;12;3
NMG90_11100;2797;2920;2850;2428;1864;2527;3353;3033;2494;3675;2400;2194
NMG90_19595;2107;2677;1708;1640;2003;2059;2219;2850;1756;3872;1646;1381
NMG90_17310;9334;8843;14821;12994;5887;7447;23104;8841;13626;16618;13941;14276
NMG90_18525;13758;10553;8484;10487;7205;7299;13117;10016;9891;10570;9795;14746
NMG90_12235;228;129;148;215;98;157;253;199;150;261;192;130
NMG90_16505;29747;21986;25966;25895;18999;19626;32225;23230;23196;31398;21937;22592
NMG90_14440;2877;2026;2075;2011;1706;1964;2854;2357;1821;2603;1886;1901
NMG90_20595;1738;1367;2340;3603;954;900;6513;1708;2477;2776;2716;3166
NMG90_04125;1142;830;1546;1644;655;582;1547;863;1306;1151;1197;1519
NMG90_17975;11826;10636;13285;14990;10158;8328;16294;11088;13176;16185;11538;11710
NMG90_20665;49;34;49;33;21;33;72;63;36;52;33;31
NMG90_21150;36;31;51;24;26;29;79;26;32;60;38;46
NMG90_24255;232;181;176;201;174;148;353;221;195;204;192;207
NMG90_21860;12465;10992;36608;39694;7959;9769;47700;10672;29599;17254;30672;22934
NMG90_05755;165;159;87;104;89;104;134;105;79;142;73;197
NMG90_23690;23949;29118;15310;14269;14855;15443;24082;16279;9722;18212;19128;13647
NMG90_14870;24419;19211;21742;22094;18926;18917;26718;19502;20442;24690;18463;20246
NMG90_24160;11476;10774;4393;2474;6065;16165;1764;11825;1346;10017;4725;2812
NMG90_18620;20245;16865;15623;17255;14038;15373;22383;16406;13932;17131;15840;16344
NMG90_17720;404;279;567;588;223;349;893;378;507;486;440;460
NMG90_12745;128;62;47;102;89;67;94;88;61;117;55;75
NMG90_00765;5475;4121;2159;1746;2832;3808;2636;4474;1571;3794;1733;1966
NMG90_03770;682;605;657;549;516;617;547;627;662;779;612;419
NMG90_23955;1259;649;450;467;632;557;503;853;337;896;363;464
NMG90_08610;1297;864;1177;1194;754;857;1618;992;928;1582;990;874
NMG90_14595;1335;979;944;913;774;790;1349;957;770;1189;875;861
NMG90_20545;48;41;28;44;27;51;62;42;38;51;70;41
NMG90_06120;5243;3336;2733;2628;2096;2570;3844;3613;1987;3463;2642;2686
NMG90_23800;2271;1879;2811;2187;1563;1554;4006;1789;2052;3697;2120;2030
NMG90_08065;12090;10694;8675;7848;8475;9380;11933;11412;7817;15248;8129;7820
NMG90_23900;216;164;210;171;176;160;283;171;173;323;211;174
NMG90_02230;696;518;437;475;520;464;485;578;444;665;277;287
NMG90_07575;7507;8907;4558;4150;5119;8142;6884;9208;4429;6181;5017;4973
NMG90_13660;6134;5076;5622;6371;3680;3924;7759;4368;6692;5817;5742;6903
NMG90_20210;632;484;502;422;319;478;665;451;392;532;515;467
NMG90_05615;1344;1203;1737;1724;843;808;2440;1120;1715;1728;1499;1892
NMG90_24280;2;8;5;3;4;5;0;14;0;9;2;4
NMG90_19935;2525;2009;663;616;1151;1443;727;1801;488;1551;606;724
NMG90_05505;31491;24638;31105;29665;23059;20157;31125;27774;27610;31373;22960;24666
NMG90_07455;5447;5841;6130;5466;3955;4635;6555;4447;4485;5258;5329;5245
NMG90_03900;8001;5014;2799;2909;3666;4942;3443;5765;2258;3722;2709;3620
NMG90_01980;645;676;476;550;437;400;701;399;553;622;440;634
NMG90_17800;2468;1742;3166;3113;1405;2440;3725;2394;4093;2871;2746;2515
NMG90_23455;39;21;67;93;43;35;91;49;84;62;45;86
NMG90_24055;1779;1364;717;1021;601;890;1055;963;671;948;1064;1867
NMG90_03970;4980;4764;3835;4602;3181;3483;5797;5306;4281;7214;4351;4921
NMG90_08720;840;684;926;933;653;690;1274;770;909;1175;844;856
NMG90_09355;183;116;154;159;151;113;237;120;152;154;141;402
NMG90_09950;10402;6909;6637;5841;4995;5805;7421;8127;5090;7280;6007;6308
NMG90_09500;73;53;39;46;53;36;67;39;44;78;30;42
NMG90_21385;58;52;56;60;35;41;67;56;57;45;39;57
NMG90_20445;1617;1320;1814;1623;911;1050;2419;1187;1854;2147;1794;1337
NMG90_02365;2967;2759;2360;2064;2561;2778;4024;3427;1863;3840;2144;2710
NMG90_00215;13812;12777;8843;10499;8226;12205;15276;13067;7127;12328;10162;8963
NMG90_18070;472;585;635;468;359;540;538;516;629;845;541;321
NMG90_04785;2139;1962;2246;1646;1436;1359;2322;1662;2295;2774;1519;1971
NMG90_13605;309;253;286;214;198;229;233;177;266;350;190;226
NMG90_10110;2744;1937;2337;2555;1687;1947;2742;2021;1961;2421;2017;2432
NMG90_12935;547;294;359;431;224;278;465;318;388;368;368;443
NMG90_18220;3478;3079;6423;9909;3303;3904;11971;4788;6144;5306;10250;5624
NMG90_23805;2636;2365;2203;1551;1435;2012;2347;2669;1681;2393;1957;1349
NMG90_16215;42613;58731;77392;70062;36597;40037;106040;48654;69051;84744;65989;53917
NMG90_17335;443;532;365;281;343;288;536;411;359;547;278;332
NMG90_24935;442;517;261;332;196;234;455;393;288;513;316;325
NMG90_02840;17840;12861;25647;26937;13536;14100;28569;17157;28952;23975;23318;17685
NMG90_09655;61896;149359;13680;18940;44582;56444;16670;72724;33365;101125;25145;25549
NMG90_01040;2497;2606;3846;3553;1745;1927;5158;2640;3683;3456;3331;3025
NMG90_24645;6820;6263;10120;8880;4370;5399;12323;6250;7291;10078;8768;5718
NMG90_03570;759;702;557;658;470;593;937;607;688;635;673;754
NMG90_03600;121;109;148;189;82;144;260;186;224;225;188;134
NMG90_21285;691;401;309;331;279;265;428;346;200;306;318;312
NMG90_20340;4197;3856;7091;7837;2927;2640;9594;3624;7313;6726;7255;6719
NMG90_13930;854;526;640;671;596;605;1008;595;727;1168;599;664
NMG90_14455;923;674;1241;1238;602;546;1857;795;1289;1249;1098;1108
NMG90_23615;548;376;2054;2087;299;632;2470;418;2663;1440;1911;1717
NMG90_04525;878;756;783;615;511;579;831;609;722;992;626;653
NMG90_09675;12377;15057;8130;7407;9103;9952;12818;13369;6449;12896;7536;7268
NMG90_19555;351;281;482;448;270;267;690;448;397;547;441;357
NMG90_14095;8686;7041;4509;4455;4810;6582;7150;7999;3911;8054;4273;4410
NMG90_02460;996;840;737;712;883;783;985;1107;741;1203;667;722
NMG90_15145;9675;10709;11315;9994;8120;8553;12556;9853;8936;14786;9637;7480
NMG90_01865;291;218;326;427;168;129;428;190;354;341;275;624
NMG90_22360;482;376;279;303;216;258;540;338;285;436;309;473
NMG90_22230;430337;407264;456077;512751;328614;255148;630093;273552;444803;509815;402820;610240
NMG90_08395;293;142;227;228;95;123;351;125;266;273;272;204
NMG90_21365;82;47;35;37;25;38;103;74;30;54;45;78
NMG90_11460;14810;12822;13107;13042;8827;10771;17491;11576;14054;15813;11588;15461
NMG90_00485;160;66;95;73;39;61;85;55;81;80;80;118
NMG90_18480;84;49;107;68;53;68;144;114;97;122;105;109
NMG90_19470;902;536;606;584;471;521;849;628;579;709;591;671
NMG90_02700;652;562;588;622;499;461;736;540;506;670;513;676
NMG90_12420;7486;6228;4137;4044;3823;4887;5639;5782;3651;6374;4218;4472
NMG90_07530;10745;13053;13451;11610;7926;7075;16766;8089;12094;16169;11847;10393
NMG90_05680;825;856;1207;975;538;645;1439;792;1103;1327;938;685
NMG90_01695;555;422;422;454;412;527;518;497;355;915;322;445
NMG90_00980;256;226;241;302;150;182;341;216;217;299;225;371
NMG90_18695;6418;6315;13704;15160;5322;3095;16881;5151;25679;9410;12183;17054
NMG90_22015;8389;7648;7335;7398;4767;6100;10555;7832;6201;7977;6208;5348
NMG90_16760;35517;39198;20049;17490;19059;21407;18288;27358;19157;23476;17988;16093
NMG90_06640;59;34;32;38;28;33;59;45;24;50;46;37
NMG90_20870;3459;2218;3279;4479;2934;1708;4192;2868;3570;4600;3776;6777
NMG90_17230;1759;1394;1900;2242;1593;1274;2504;1438;1890;2283;1673;2036
NMG90_01830;200;159;129;206;149;106;172;172;124;155;123;186
NMG90_14295;1225;1056;681;836;740;895;1298;983;912;1726;709;1127
NMG90_15040;18979;20709;12411;11388;9972;16576;16488;10982;11572;11154;15350;11369
NMG90_05070;253;218;200;225;173;201;248;219;217;283;229;181
NMG90_02690;140529;109518;125788;136775;91424;66475;167829;112998;101100;104446;105348;124929
NMG90_04800;31096;26238;18083;15038;23768;27313;20759;32053;9760;20783;14169;12814
NMG90_11505;155;134;97;61;89;122;138;113;66;136;73;104
NMG90_12560;116;72;85;76;64;49;124;82;65;85;77;61
NMG90_18775;13828;13492;20625;23857;13224;6381;22281;13152;35880;20994;17039;26141
NMG90_16610;19;13;22;32;10;23;37;15;27;26;24;30
NMG90_15190;1899;1801;2803;2820;1267;1732;3968;1832;2869;2610;2821;2140
NMG90_08710;2748;2372;2038;2017;1644;1866;2897;2275;1933;3346;1820;2176
NMG90_25145;1347;1298;1262;1181;888;823;1651;987;1477;1994;1201;1179
NMG90_17430;413;430;598;596;316;392;773;403;521;667;462;479
NMG90_22825;2233;1816;1384;1382;1324;1304;2189;1771;1333;1951;1323;1552
NMG90_03215;19170;15606;22071;22860;17237;11514;23119;15581;22444;21945;18643;19351
NMG90_05890;7481;6550;3101;3031;3941;4162;3702;5145;3054;6313;2876;2970
NMG90_11450;6728;7147;4631;4654;4965;6203;7006;6725;5537;7404;4470;4978
NMG90_16700;12032;7211;4752;5275;5280;5763;7571;7562;4780;7294;5037;8428
NMG90_01920;0;2;0;0;0;8;2;0;5;1;5;1
NMG90_08385;2873;2336;1627;1604;1854;1359;2170;2341;1226;1678;1479;1826
NMG90_18100;21619;19425;24400;26224;18217;15290;26386;19508;24886;23358;22507;23719
NMG90_04485;2675;2615;4249;3561;2167;2188;4402;2200;3827;3909;3151;2835
NMG90_07930;1908;1667;1677;1449;1810;1887;2408;2025;1632;3308;1294;1719
NMG90_16580;129726;164460;88439;74573;90703;137120;57156;133442;56868;160885;74785;40923
NMG90_19135;295;219;191;356;149;174;364;195;220;312;223;281
NMG90_02465;1183;1253;1514;1351;1269;1048;1642;1255;1594;1953;1058;1015
NMG90_16910;8535;6045;3884;4521;4120;4937;6610;6719;4188;7292;4085;6099
NMG90_22670;184;168;162;223;154;99;264;111;228;281;149;129
NMG90_09880;1310;1049;4479;2356;810;1606;2432;1568;1274;1228;2772;1466
NMG90_10710;28644;19844;20201;15867;16978;17982;19978;22703;10623;16820;16284;15366
NMG90_05695;14086;11306;21664;25650;11893;8351;22808;12176;29237;19889;18468;22151
NMG90_13290;18764;14705;11536;12327;10360;13957;16821;13315;12240;16624;11140;13478
NMG90_19185;3142;3189;1762;1856;2167;3039;3066;3006;2481;3881;1962;2077
NMG90_08070;5129;5984;3813;2536;2721;3781;5236;3199;3752;4888;3127;3052
NMG90_13765;1334;1130;923;1028;801;801;1133;974;949;1126;745;1051
NMG90_11000;49376;67281;34704;23846;32734;38555;46063;30087;20452;38626;21286;19939
NMG90_05740;993;801;395;329;503;569;575;779;499;778;323;443
NMG90_13455;4727;3525;3639;3581;2259;3946;4712;3955;3246;3818;4077;3156
NMG90_23295;185;129;229;187;192;118;219;195;193;312;133;140
NMG90_10255;2776;2275;2234;2064;1823;1598;2310;1977;1853;2291;1710;2050
NMG90_09365;332;166;400;481;182;231;641;259;408;276;388;336
NMG90_10705;32563;23866;22628;18041;21415;22123;22438;28237;11742;19225;18510;19501
NMG90_15895;15390;14008;12327;13279;10000;9926;15046;12263;15491;15607;10070;20567
NMG90_22985;508;544;760;681;265;416;1213;459;715;723;891;684
NMG90_07625;47275;33915;35327;33148;27473;31429;45159;46100;20726;32712;31132;26503
NMG90_21715;125;125;58;71;70;46;120;82;70;88;47;73
NMG90_08500;1212;1174;1040;1160;751;657;1723;852;1023;1305;1040;1201
NMG90_20070;3869;2725;1702;2009;2421;1919;2323;3140;1519;3066;1753;2115
NMG90_01035;3335;2778;3571;3882;2780;2568;5890;3572;4926;5822;3574;4614
NMG90_08785;1561;1266;1074;1063;887;998;1591;1010;1047;1439;975;1655
NMG90_13175;3607;3696;3386;2746;2777;4916;2844;3654;2726;4627;2573;1655
NMG90_09600;252;116;165;175;158;179;242;143;135;170;180;181
NMG90_07275;65928;72995;70034;61543;60967;57501;75459;64890;43371;57912;46847;31412
NMG90_18770;16235;15217;24863;27180;14232;7411;26056;13782;38954;24675;20000;29564
NMG90_10115;16;28;29;29;14;25;34;21;22;18;15;32
NMG90_20645;19887;18602;22178;20909;10252;12506;30363;15120;17553;20608;20586;20494
NMG90_14075;2799;1773;1654;2142;1266;1440;2661;1771;1292;1500;1610;2245
NMG90_18330;13;25;19;8;9;10;19;7;27;20;12;11
NMG90_21000;15641;19731;33065;33663;11256;7749;37615;19102;39395;23606;26250;29865
NMG90_08015;9083;6958;5478;4917;5339;6015;8179;7530;5237;9258;5017;6039
NMG90_23365;124;128;120;80;64;88;172;109;98;152;108;84
NMG90_02380;144;119;122;190;116;126;234;130;143;162;137;169
NMG90_01630;13;5;17;11;12;26;14;10;9;34;15;16
NMG90_15765;2351;2169;1034;943;1343;1909;1408;1973;1014;2082;1028;1274
NMG90_19465;4262;2168;2729;3407;1903;1876;4242;2944;2552;3168;2578;3471
NMG90_24510;0;3;5;4;2;0;0;0;3;1;0;0
NMG90_12860;49;44;87;90;31;42;106;43;69;92;45;92
NMG90_16820;2425;1674;1457;1691;1341;1581;2151;2122;1440;2483;1528;1695
NMG90_00500;47321;5072;10629;10648;10016;8569;6275;10519;4316;4623;17379;44008
NMG90_03955;1499;1229;1693;1667;1182;1222;2068;1148;1876;2419;1379;1240
NMG90_05905;10527;9081;11580;10471;6422;8708;16600;10640;8172;12674;9881;9490
NMG90_23375;797;443;330;362;343;420;564;478;369;442;394;482
NMG90_17145;27883;22136;24941;29976;18098;15945;33177;21457;26371;26274;23117;31521
NMG90_16920;9913;6142;3560;3995;4239;5679;5331;6546;3532;5498;3842;6470
NMG90_22210;29;36;27;45;24;40;44;61;31;26;7;37
NMG90_02935;586;502;581;717;405;397;896;434;821;498;568;855
NMG90_16560;22168;45193;29503;21376;50234;54907;28971;64012;31563;69956;23168;11431
NMG90_03690;1004;794;453;474;509;677;781;769;540;839;440;678
NMG90_23920;68;57;76;53;39;34;73;40;29;47;51;46
NMG90_18845;24334;17670;22073;24018;18001;14774;25393;16986;24915;31684;16026;23658
NMG90_06950;5324;4621;2872;2639;3498;4334;4358;4941;2908;5250;2884;3233
NMG90_01840;5564;5800;8979;8678;4952;4849;13194;5261;8459;9786;7563;7811
NMG90_00380;854;524;490;350;459;508;699;597;400;607;389;485
NMG90_08325;912;800;1197;1118;740;702;1449;860;1208;1424;939;1069
NMG90_08005;1274;932;1039;893;734;832;1508;832;956;1567;772;1085
NMG90_10400;57;82;80;96;65;47;162;89;84;116;120;106
NMG90_09085;46;33;37;50;24;33;101;59;34;37;45;34
NMG90_17875;10557;5180;185;179;1172;7169;272;2990;161;369;190;198
NMG90_17925;32;16;31;28;19;12;23;12;8;48;17;27
NMG90_00650;274;172;185;220;124;147;215;154;220;195;180;200
NMG90_15175;670;283;354;395;240;309;498;358;378;431;281;337
NMG90_10855;421;407;309;269;225;281;378;304;260;521;247;224
NMG90_10645;280;106;201;213;171;99;286;279;245;160;240;137
NMG90_18395;65;80;87;99;73;62;103;69;132;145;81;75
NMG90_03320;60158;47019;105152;118615;43877;43085;167831;44439;110039;89819;78351;105980
NMG90_24760;1462;893;1498;1595;586;864;2373;838;1034;1110;1227;1071
NMG90_17025;26088;20936;21672;20255;16835;19891;22308;18245;16559;23996;18406;16018
NMG90_03865;4672;3091;3776;4030;2591;2351;4421;3257;4444;3821;3450;5021
NMG90_20270;1176;1141;1005;938;761;890;1341;954;831;1218;926;1740
NMG90_16375;2628;2063;1682;1836;1783;1662;2679;1863;1750;2836;1668;1918
NMG90_15135;4825;3677;2646;2324;3353;3608;3226;3936;2141;4118;2620;2702
NMG90_19915;568;434;1309;1543;560;344;1214;459;1153;1116;1041;1082
NMG90_05620;208;177;343;493;121;117;404;165;317;178;459;484
NMG90_19975;314;224;387;441;207;162;421;239;326;309;327;493
NMG90_14735;3522;2694;2232;2196;2517;2609;3009;3066;2517;4066;2137;2586
NMG90_21320;191;171;182;165;145;193;325;168;150;259;203;135
NMG90_16790;40587;30298;40108;44439;28937;23633;42630;29899;44337;54558;31524;33954
NMG90_21060;372;282;279;263;261;312;493;246;270;521;235;319
NMG90_09300;14428;11283;9659;8527;6855;8216;16132;7273;8465;8724;9371;15652
NMG90_21570;2872;1691;1398;1601;990;1634;2269;1765;1018;1718;1715;1426
NMG90_22275;2010;1892;2175;2030;1010;1496;2359;1441;1618;1974;1942;1676
NMG90_03745;103;94;60;124;91;76;95;75;58;88;61;74
NMG90_04045;2816;2242;2806;2737;1841;1858;3532;2223;2401;3016;2467;2484
NMG90_24110;4689;3573;2579;2988;2485;2960;4453;3803;2606;3551;2950;3496
NMG90_09755;58;97;70;65;32;45;108;141;54;93;42;42
NMG90_10510;38;24;66;71;33;23;62;51;36;52;57;40
NMG90_13885;8287;6900;5946;5792;5100;5716;7770;6176;5525;8133;5452;5615
NMG90_00305;5262;2930;4716;4737;2515;3186;8947;3548;4046;4978;4767;6330
NMG90_23290;235;136;241;227;182;154;274;173;158;198;129;122
NMG90_09000;4806;4104;5046;5029;2736;3542;7725;4206;4304;5989;4927;4494
NMG90_03255;12564;11880;12555;14441;11517;12403;24952;15371;15001;19169;11618;15502
NMG90_00930;68;79;88;108;43;85;104;83;82;60;91;78
NMG90_21465;1461;1247;1987;1612;793;1127;2411;1048;1248;1489;1707;1237
NMG90_24490;3236;2984;1706;1942;2004;2800;3729;3147;2114;3839;1903;2455
NMG90_15230;330;238;432;507;278;200;637;241;546;498;440;395
NMG90_08165;277;156;162;191;141;195;246;195;182;283;143;400
NMG90_08880;454;547;1665;1447;462;669;2126;574;2594;2960;1437;1856
NMG90_18050;567;569;673;579;389;553;638;472;531;852;500;430
NMG90_04970;96343;89467;109352;130051;76926;51843;145673;79717;128075;134519;92697;134357
NMG90_25020;32396;21610;14426;9478;16900;17267;10835;18367;6205;9169;11580;8744
NMG90_20205;1351;1172;1520;1217;1238;1283;1646;1204;1358;1959;1304;1190
